Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
forearm_right,0.000148059451727675,-0.0311473036104171,-4.08044228085219E-06,0,0,0,0.0358643400623008,6.71245984133165E-06,1.00967982653384E-07,1.84930376243376E-12,4.50563089351917E-06,-5.97767237549839E-10,7.59655048227918E-06,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/forearm_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/forearm_right.STL,,forearm_right-1,Origin_handspin_right,Axis_handspin_right,handspin_right,revolute,0,-0.06238,0,0,0,0,elbow_right,0,1,0,0,0,0,0,,,,,,,,
hand_right,0.000402226658976934,-0.0678977111981909,-0.00117614021842141,0,0,0,0.109497135798019,2.83983780470224E-05,-1.42228889201604E-06,1.30763572374016E-08,2.376034773421E-05,-1.47516257736643E-06,2.80325662015897E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hand_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hand_right.STL,,hand_right-3,Origin_wristcurl_right,Axis_wristcurl_right,wristcurl_right,revolute,0,-0.0479,0,3.1416,0,3.1416,forearm_right,1,0,0,0,0,0,0,,,,,,,,
gripper_right,-0.00638782211814252,-0.0197883740437725,-0.0110789685159262,0,0,0,0.00510904165446283,2.70406157361966E-06,-2.54634510521004E-07,8.44197508095905E-09,1.77868260149171E-06,-2.34312428417018E-07,1.17285411645456E-06,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/gripper_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/gripper_right.STL,,gripper_right-2,Origin_gripper_right,Axis_gripper_right,gripper_right,continuous,-4.9999E-05,-0.11159,-0.0015564,0.076707,1.0186E-05,-0.00073032,hand_right,0,0.062719,0.99803,,,,,,,,,,,,
waist,-4.31361210639913E-08,-0.0234755752726476,-0.026049863904514,0,0,0,0.0611615287088307,0.000114715638927737,1.42434165228283E-10,9.91877015136554E-11,0.000110281529216247,-6.6688088548169E-06,4.69040180855929E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/waist.STL,1,1,1,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/waist.STL,,waist-1,Origin_waistspin,Axis_waistspin,waistspin,revolute,0,-0.015604,-0.096138,1.5708,0,0,chest,0,1,0,0,0,0,0,,,,,,,,
abdominalmotors,0.000174665023591911,0.0176769516843184,-0.0219919398784802,0,0,0,0.195912121751896,9.4917459231208E-05,6.96731583307854E-07,-1.79495723619729E-08,7.82537929863942E-05,3.49689321252975E-06,7.78783957234944E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/abdominalmotors.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/abdominalmotors.STL,,abdominal_motors-1,Origin_waistlean,Axis_waistlean,waistlean,revolute,0,-0.06899,-0.0039,0,0,0,waist,0,0,1,0,0,0,0,,,,,,,,
pelvis,0.000305814096500559,-0.0700588956579401,-0.0114445878129717,0,0,0,0.194609765587927,9.18291939149481E-05,-1.76630998056817E-06,-3.87267854266786E-07,6.96811860233498E-05,-8.85204047249171E-07,8.68874056512852E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/pelvis.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/pelvis.STL,,pelvis-1,Origin_torsobend,Axis_torsobend,torsobend,revolute,0,0,0,0,0,0,abdominalmotors,1,0,0,0,0,0,0,,,,,,,,
hiplift_left,0.0490258828792566,0.0160663120640047,-0.0159744848481047,0,0,0,0.0995250123742131,5.05544531504473E-05,-4.26036408100062E-06,1.33259890630963E-06,4.78936757211644E-05,1.47016122823771E-06,3.30349316334802E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiplift_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiplift_left.STL,,hiplift_left-1,Origin_hiplift_left,Axis_hiplift_left,hiplift_left,revolute,0.0216,-0.0922,0.0039,0,0,0,pelvis,0,0,1,0,0,0,0,,,,,,,,
hiprotate_left,0.000371721010711479,-0.0245214988727123,-0.0142789423985216,0,0,0,0.0908859899237988,3.08463534079889E-05,-8.41256102364967E-11,-6.91395972161179E-07,3.93996593055487E-05,-2.44017871876086E-07,2.3046259109016E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiprotate_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiprotate_left.STL,,hiprotate_left-1,Origin_hiprotate_left,Axis_hiprotate_left,hiprotate_left,revolute,0.052956,-0.00715,-0.0014585,0,0,0,hiplift_left,0,1,0,0,0,0,0,,,,,,,,
thigh_left,-0.0145675301720399,-0.13592908688958,-5.67194289849762E-07,0,0,0,0.137378554874298,0.00014808071898738,-1.63141654846658E-05,-1.60941185135784E-09,5.58195502382646E-05,-1.73818741181613E-09,0.000171021242818992,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/thigh_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/thigh_left.STL,,thigh_left-1,Origin_leglift_left,Axis_leglift_left,leglift_left,revolute,0,-0.02665,0,0,0,0,hiprotate_left,1,0,0,0,0,0,0,,,,,,,,
calf_left,-0.0160007669286902,-0.0898247486598719,0.0022065613457429,0,0,0,0.0956498712976374,0.000422592493372738,-3.87929159852985E-06,1.12413264783221E-07,5.30015520086443E-05,2.07894546768639E-06,0.00042698761346969,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/calf_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/calf_left.STL,,calf_left-1,Origin_knee_left,Axis_knee_left,knee_left,revolute,0,-0.182,0,0,0,0,thigh_left,1,0,0,0,0,0,0,,,,,,,,
foot_left,-0.019101815311642,-0.0259472980169032,0.0120981967931707,0,0,0,0.0849888195956276,9.35123895078147E-05,-2.01745900444621E-07,2.00858892883565E-06,0.000102901461666756,4.97783611298911E-06,2.56222626860108E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/foot_left.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/foot_left.STL,,foot_left-1,Origin_ankle_left,Axis_ankle_left,ankle_left,revolute,0,-0.209,0,0,0,0,calf_left,1,0,0,0,0,0,0,,,,,,,,
hiplift_right,-0.0490256483910393,0.0160664399123552,-0.0159740379084392,0,0,0,0.0995268617733542,5.05561981186045E-05,4.26123277702088E-06,-1.33240369968858E-06,4.7896737772178E-05,1.46988554660309E-06,3.30379614617406E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiplift_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiplift_right.STL,,hiplift_right-1,Origin_hiplift_right,Axis_hiplift_right,hiplift_right,revolute,-0.0216,-0.0922,0.0039,0,0,0,pelvis,0,0,1,0,0,0,0,,,,,,,,
hiprotate_right,-0.000371897467784625,-0.0245210787466261,-0.0142789940905508,0,0,0,0.090886207580114,3.08465134655656E-05,-8.54650448871804E-11,6.90765044230453E-07,3.93998265893598E-05,-2.44039967234515E-07,2.30462673280022E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiprotate_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/hiprotate_right.STL,,hiprotate_right-1,Origin_hiprotate_right,Axis_hiprotate_right,hiprotate_right,revolute,-0.052956,-0.00715,-0.0014585,0,0,0,hiplift_right,0,1,0,0,0,0,0,,,,,,,,
thigh_right,0.0145675307097098,-0.13592908742535,5.67046100692636E-07,0,0,0,0.137378549813852,0.000148080710594481,1.63141676618334E-05,-1.60963115541054E-09,5.58195496398303E-05,1.73735073089079E-09,0.000171021233842108,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/thigh_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/thigh_right.STL,,thigh_right-1,Origin_leglift_right,Axis_leglift_right,leglift_right,revolute,0,-0.02665,0,0,0,0,hiprotate_right,1,0,0,0,0,0,0,,,,,,,,
calf_right,0.0160007613300091,-0.0898251749231913,0.00220651770704533,0,0,0,0.0956492394604093,0.000422588993728413,3.8784394402563E-06,-1.12681392596902E-07,5.30010832206692E-05,2.07959611573325E-06,0.000426984033194668,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/calf_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/calf_right.STL,,calf_right-1,Origin_knee_right,Axis_knee_right,knee_right,revolute,0,-0.182,0,0,0,0,thigh_right,1,0,0,0,0,0,0,,,,,,,,
foot_right,0.0190997525257982,-0.0259456985628996,0.0121005938841384,0,0,0,0.0849640823908861,9.35115490728543E-05,2.01149506050003E-07,-2.00939605183574E-06,0.000102895238673037,4.97500516325293E-06,2.56243580518017E-05,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/foot_right.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Balancing_Chess_URDF/meshes/foot_right.STL,,foot_right-1,Origin_ankle_right,Axis_ankle_right,ankle_right,revolute,0,-0.209,0,0,0,0,calf_right,1,0,0,0,0,0,0,,,,,,,,
